EnrollmentID,StudentID,CourseID,EnrollmentDate
ENR01921,STD1233,CRS0030,2025-03-07
ENR01922,STD1781,CRS0050,2025-05-15
ENR01923,STD1801,CRS0028,2023-07-05
ENR01924,STD1371,CRS0039,2023-07-02
ENR01925,STD1032,CRS0009,2025-01-09
ENR01926,STD1623,CRS0008,2024-08-13
ENR01927,STD1364,CRS0040,2024-01-12
ENR01928,STD1064,CRS0015,2024-03-09
ENR01929,STD1501,CRS0043,2023-02-20
ENR01930,STD1807,CRS0029,2023-07-25
ENR01931,STD1210,CRS0050,2024-03-16
ENR01932,STD1113,CRS0026,2025-02-17
ENR01933,STD1880,CRS0043,2023-02-01
ENR01934,STD1082,CRS0006,2024-08-02
ENR01935,STD1951,CRS0046,2025-06-05
ENR01936,STD1067,CRS0004,2024-03-03
ENR01937,STD1133,CRS0030,2024-01-21
ENR01938,STD1059,CRS0039,2023-10-26
ENR01939,STD1261,CRS0009,2025-05-04
ENR01940,STD1593,CRS0027,2022-10-17
ENR01941,STD1496,CRS0021,2024-03-17
ENR01942,STD1458,CRS0007,2024-07-20
ENR01943,STD1303,CRS0011,2024-07-26
ENR01944,STD1166,CRS0047,2024-11-11
ENR01945,STD1130,CRS0038,2022-08-19
ENR01946,STD1880,CRS0006,2023-08-21
ENR01947,STD1415,CRS0038,2022-10-29
ENR01948,STD1656,CRS0042,2024-04-20
ENR01949,STD1048,CRS0029,2022-06-18
ENR01950,STD1496,CRS0031,2025-02-14
ENR01951,STD1764,CRS0032,2023-01-28
ENR01952,STD1242,CRS0021,2023-10-12
ENR01953,STD1012,CRS0038,2024-05-09
ENR01954,STD1016,CRS0015,2025-02-18
ENR01955,STD1857,CRS0047,2023-07-18
ENR01956,STD1678,CRS0019,2025-04-25
ENR01957,STD1148,CRS0040,2023-07-25
ENR01958,STD1514,CRS0046,2022-10-01
ENR01959,STD1652,CRS0025,2025-03-25
ENR01960,STD1773,CRS0019,2022-07-10
ENR01961,STD1728,CRS0034,2023-01-08
ENR01962,STD1384,CRS0050,2023-09-20
ENR01963,STD1787,CRS0002,2023-02-21
ENR01964,STD1043,CRS0005,2023-01-19
ENR01965,STD1152,CRS0027,2023-04-12
ENR01966,STD1565,CRS0036,2024-10-04
ENR01967,STD1727,CRS0027,2022-10-28
ENR01968,STD1052,CRS0046,2023-08-19
ENR01969,STD1702,CRS0031,2022-11-20
ENR01970,STD1905,CRS0011,2025-02-15
ENR01971,STD1012,CRS0014,2024-07-23
ENR01972,STD1613,CRS0003,2022-06-20
ENR01973,STD1771,CRS0036,2024-06-12
ENR01974,STD1280,CRS0017,2024-10-28
ENR01975,STD1748,CRS0008,2025-05-16
ENR01976,STD1176,CRS0035,2022-08-29
ENR01977,STD1368,CRS0034,2023-09-06
ENR01978,STD1864,CRS0030,2024-12-25
ENR01979,STD1435,CRS0023,2022-11-07
ENR01980,STD1737,CRS0002,2023-06-09
ENR01981,STD1078,CRS0014,2023-06-15
ENR01982,STD1628,CRS0033,2025-05-09
ENR01983,STD1935,CRS0013,2024-12-22
ENR01984,STD1300,CRS0044,2023-02-11
ENR01985,STD1823,CRS0016,2024-06-20
ENR01986,STD1792,CRS0048,2025-01-01
ENR01987,STD1104,CRS0048,2022-11-15
ENR01988,STD1357,CRS0022,2024-09-29
ENR01989,STD1327,CRS0020,2024-12-24
ENR01990,STD1675,CRS0004,2024-06-14
ENR01991,STD1627,CRS0016,2023-01-13
ENR01992,STD1531,CRS0017,2023-05-19
ENR01993,STD1503,CRS0008,2025-02-16
ENR01994,STD1650,CRS0032,2025-01-29
ENR01995,STD1958,CRS0013,2022-08-27
ENR01996,STD1138,CRS0040,2022-08-15
ENR01997,STD1736,CRS0029,2022-12-11
ENR01998,STD1438,CRS0045,2024-12-17
ENR01999,STD1308,CRS0002,2025-03-09
ENR02000,STD1959,CRS0031,2023-03-10
ENR02001,STD1566,CRS0016,2023-09-08
ENR02002,STD1122,CRS0012,2022-07-03
ENR02003,STD1490,CRS0024,2023-11-12
ENR02004,STD1233,CRS0012,2025-06-07
ENR02005,STD1967,CRS0023,2023-08-11
ENR02006,STD1996,CRS0010,2024-04-22
ENR02007,STD1215,CRS0043,2023-06-10
ENR02008,STD1966,CRS0009,2022-12-16
ENR02009,STD1075,CRS0037,2023-12-04
ENR02010,STD1925,CRS0029,2023-10-15
ENR02011,STD1246,CRS0043,2023-03-26
ENR02012,STD1422,CRS0024,2023-08-18
ENR02013,STD1122,CRS0021,2023-09-08
ENR02014,STD1939,CRS0032,2023-08-11
ENR02015,STD1756,CRS0040,2023-01-06
ENR02016,STD1299,CRS0033,2022-08-04
ENR02017,STD1051,CRS0009,2024-06-18
ENR02018,STD1501,CRS0011,2022-06-22
ENR02019,STD1963,CRS0009,2023-12-05
ENR02020,STD1685,CRS0007,2022-07-14
ENR02021,STD1092,CRS0007,2022-12-26
ENR02022,STD1659,CRS0025,2024-08-02
ENR02023,STD1889,CRS0013,2023-01-31
ENR02024,STD1774,CRS0048,2025-03-07
ENR02025,STD1145,CRS0043,2024-08-18
ENR02026,STD1342,CRS0044,2024-06-10
ENR02027,STD1789,CRS0048,2023-12-22
ENR02028,STD1945,CRS0019,2023-12-13
ENR02029,STD1579,CRS0002,2024-06-24
ENR02030,STD1774,CRS0002,2022-12-31
ENR02031,STD1511,CRS0035,2023-07-23
ENR02032,STD1709,CRS0049,2024-08-12
ENR02033,STD1567,CRS0045,2022-08-18
ENR02034,STD1766,CRS0027,2024-02-21
ENR02035,STD1230,CRS0034,2023-04-12
ENR02036,STD1920,CRS0040,2024-08-20
ENR02037,STD1604,CRS0026,2023-05-28
ENR02038,STD1434,CRS0040,2022-09-06
ENR02039,STD1352,CRS0004,2023-07-19
ENR02040,STD1284,CRS0014,2024-05-01
ENR02041,STD1484,CRS0035,2024-10-23
ENR02042,STD1827,CRS0006,2024-10-26
ENR02043,STD1940,CRS0013,2024-10-21
ENR02044,STD1992,CRS0008,2025-02-17
ENR02045,STD1847,CRS0010,2025-05-15
ENR02046,STD1969,CRS0007,2025-05-02
ENR02047,STD1280,CRS0008,2025-04-07
ENR02048,STD1387,CRS0018,2023-03-30
ENR02049,STD1464,CRS0040,2024-01-25
ENR02050,STD1444,CRS0038,2024-12-26
ENR02051,STD1675,CRS0003,2022-06-25
ENR02052,STD1169,CRS0022,2022-07-16
ENR02053,STD1606,CRS0028,2023-03-20
ENR02054,STD1293,CRS0043,2024-07-06
ENR02055,STD1660,CRS0048,2022-07-09
ENR02056,STD1808,CRS0040,2022-07-09
ENR02057,STD1174,CRS0012,2024-06-20
ENR02058,STD1547,CRS0028,2024-11-18
ENR02059,STD1251,CRS0049,2024-01-25
ENR02060,STD1999,CRS0018,2024-02-28
ENR02061,STD1687,CRS0043,2023-08-19
ENR02062,STD1075,CRS0012,2023-05-31
ENR02063,STD1988,CRS0045,2024-01-04
ENR02064,STD1261,CRS0045,2022-10-30
ENR02065,STD1838,CRS0005,2024-09-03
ENR02066,STD1254,CRS0037,2023-02-21
ENR02067,STD1682,CRS0024,2024-08-02
ENR02068,STD1480,CRS0035,2024-02-14
ENR02069,STD1272,CRS0004,2024-11-19
ENR02070,STD1200,CRS0035,2024-01-22
ENR02071,STD1163,CRS0046,2023-09-03
ENR02072,STD1433,CRS0004,2023-07-24
ENR02073,STD1321,CRS0033,2023-12-02
ENR02074,STD1642,CRS0024,2022-11-09
ENR02075,STD1884,CRS0022,2022-09-20
ENR02076,STD1749,CRS0024,2024-06-08
ENR02077,STD1921,CRS0032,2024-09-23
ENR02078,STD1989,CRS0003,2022-10-13
ENR02079,STD1630,CRS0022,2023-07-27
ENR02080,STD1888,CRS0008,2023-11-22
ENR02081,STD1250,CRS0020,2022-06-14
ENR02082,STD1321,CRS0020,2025-04-15
ENR02083,STD1123,CRS0037,2023-05-20
ENR02084,STD1690,CRS0012,2023-07-06
ENR02085,STD1949,CRS0048,2024-02-14
ENR02086,STD1485,CRS0015,2025-03-31
ENR02087,STD1850,CRS0042,2025-04-03
ENR02088,STD1977,CRS0048,2024-08-08
ENR02089,STD1579,CRS0017,2023-06-15
ENR02090,STD1870,CRS0002,2024-09-29
ENR02091,STD1943,CRS0003,2024-04-26
ENR02092,STD1829,CRS0050,2024-04-17
ENR02093,STD1257,CRS0004,2023-07-20
ENR02094,STD1632,CRS0043,2024-01-24
ENR02095,STD1994,CRS0019,2023-03-09
ENR02096,STD1510,CRS0032,2022-12-13
ENR02097,STD1159,CRS0020,2024-02-06
ENR02098,STD1509,CRS0017,2022-12-13
ENR02099,STD1273,CRS0028,2022-12-28
ENR02100,STD1746,CRS0028,2023-03-08
ENR02101,STD1963,CRS0023,2024-10-16
ENR02102,STD1350,CRS0034,2024-01-07
ENR02103,STD1937,CRS0047,2022-07-16
ENR02104,STD1384,CRS0039,2024-12-25
ENR02105,STD1565,CRS0010,2024-12-10
ENR02106,STD1288,CRS0025,2022-11-12
ENR02107,STD1164,CRS0040,2023-07-10
ENR02108,STD1486,CRS0016,2023-05-07
ENR02109,STD1123,CRS0048,2024-05-04
ENR02110,STD1707,CRS0033,2022-06-13
ENR02111,STD1049,CRS0013,2023-06-02
ENR02112,STD1256,CRS0044,2024-04-01
ENR02113,STD1433,CRS0034,2022-07-29
ENR02114,STD1963,CRS0028,2025-03-07
ENR02115,STD1286,CRS0022,2024-06-23
ENR02116,STD1398,CRS0006,2022-08-25
ENR02117,STD1713,CRS0021,2022-08-28
ENR02118,STD1985,CRS0027,2022-09-21
ENR02119,STD1087,CRS0033,2024-03-21
ENR02120,STD1052,CRS0035,2022-09-26
ENR02121,STD1548,CRS0037,2023-04-14
ENR02122,STD1421,CRS0024,2023-06-13
ENR02123,STD1068,CRS0031,2022-08-03
ENR02124,STD1480,CRS0049,2024-02-01
ENR02125,STD1004,CRS0007,2023-10-08
ENR02126,STD1963,CRS0041,2024-01-26
ENR02127,STD1375,CRS0008,2022-10-01
ENR02128,STD1564,CRS0045,2024-05-31
ENR02129,STD1535,CRS0038,2024-06-11
ENR02130,STD1446,CRS0032,2025-03-17
ENR02131,STD1573,CRS0020,2025-04-24
ENR02132,STD1072,CRS0019,2023-06-28
ENR02133,STD1644,CRS0006,2024-05-19
ENR02134,STD1327,CRS0023,2024-12-19
ENR02135,STD1924,CRS0029,2023-01-25
ENR02136,STD1273,CRS0012,2024-07-23
ENR02137,STD1753,CRS0039,2022-10-30
ENR02138,STD1236,CRS0017,2025-05-21
ENR02139,STD1039,CRS0050,2022-06-16
ENR02140,STD1420,CRS0026,2023-04-23
ENR02141,STD1826,CRS0005,2024-06-30
ENR02142,STD1080,CRS0034,2023-11-27
ENR02143,STD1195,CRS0042,2024-09-29
ENR02144,STD1975,CRS0019,2023-11-28
ENR02145,STD1106,CRS0041,2023-08-24
ENR02146,STD1315,CRS0009,2024-10-12
ENR02147,STD1836,CRS0049,2022-12-15
ENR02148,STD1832,CRS0032,2023-10-26
ENR02149,STD1288,CRS0032,2023-08-26
ENR02150,STD1815,CRS0014,2024-02-06
ENR02151,STD1681,CRS0026,2025-04-14
ENR02152,STD1566,CRS0049,2023-08-13
ENR02153,STD1581,CRS0021,2023-03-15
ENR02154,STD1260,CRS0049,2025-02-08
ENR02155,STD1158,CRS0010,2023-12-03
ENR02156,STD1010,CRS0032,2023-04-11
ENR02157,STD1114,CRS0024,2024-04-27
ENR02158,STD1227,CRS0038,2024-06-29
ENR02159,STD1343,CRS0010,2023-09-05
ENR02160,STD1069,CRS0048,2023-03-09
ENR02161,STD1585,CRS0029,2024-03-24
ENR02162,STD1723,CRS0040,2025-03-16
ENR02163,STD1653,CRS0049,2024-03-07
ENR02164,STD1329,CRS0049,2022-12-15
ENR02165,STD1628,CRS0033,2025-02-14
ENR02166,STD1238,CRS0047,2023-10-25
ENR02167,STD1974,CRS0042,2024-01-26
ENR02168,STD1900,CRS0046,2024-01-05
ENR02169,STD1872,CRS0018,2023-10-29
ENR02170,STD1412,CRS0026,2024-02-06
ENR02171,STD1361,CRS0019,2023-10-02
ENR02172,STD1680,CRS0030,2023-01-29
ENR02173,STD1611,CRS0049,2022-07-24
ENR02174,STD1660,CRS0004,2023-12-17
ENR02175,STD1435,CRS0022,2025-01-23
ENR02176,STD1573,CRS0004,2025-03-03
ENR02177,STD1723,CRS0031,2022-06-30
ENR02178,STD1242,CRS0006,2024-01-13
ENR02179,STD1852,CRS0002,2023-10-27
ENR02180,STD1408,CRS0004,2022-06-19
ENR02181,STD1137,CRS0001,2022-07-21
ENR02182,STD1111,CRS0044,2025-04-14
ENR02183,STD1998,CRS0002,2025-05-17
ENR02184,STD1660,CRS0050,2023-05-05
ENR02185,STD1104,CRS0005,2023-11-27
ENR02186,STD1794,CRS0015,2025-04-24
ENR02187,STD1678,CRS0044,2023-06-29
ENR02188,STD1528,CRS0009,2022-07-29
ENR02189,STD1785,CRS0033,2022-10-20
ENR02190,STD1900,CRS0002,2024-06-02
ENR02191,STD1360,CRS0033,2023-02-03
ENR02192,STD1170,CRS0047,2024-10-03
ENR02193,STD1114,CRS0022,2023-09-03
ENR02194,STD1615,CRS0044,2024-11-04
ENR02195,STD1845,CRS0035,2023-11-08
ENR02196,STD1448,CRS0011,2025-01-16
ENR02197,STD1474,CRS0006,2025-04-04
ENR02198,STD1880,CRS0003,2022-07-17
ENR02199,STD1719,CRS0018,2024-04-12
ENR02200,STD1195,CRS0031,2024-11-22
ENR02201,STD1483,CRS0025,2023-01-23
ENR02202,STD1877,CRS0044,2024-02-28
ENR02203,STD1175,CRS0043,2024-08-09
ENR02204,STD1898,CRS0027,2022-11-30
ENR02205,STD1682,CRS0048,2022-09-06
ENR02206,STD1360,CRS0014,2023-03-08
ENR02207,STD1994,CRS0011,2022-06-18
ENR02208,STD1262,CRS0014,2024-09-12
ENR02209,STD1509,CRS0045,2022-06-26
ENR02210,STD1099,CRS0020,2024-08-10
ENR02211,STD1475,CRS0028,2022-08-24
ENR02212,STD1010,CRS0041,2022-11-08
ENR02213,STD1290,CRS0025,2024-10-20
ENR02214,STD1807,CRS0014,2025-05-15
ENR02215,STD1933,CRS0013,2025-03-07
ENR02216,STD1132,CRS0045,2023-06-29
ENR02217,STD1079,CRS0007,2023-08-24
ENR02218,STD1175,CRS0028,2022-07-08
ENR02219,STD1187,CRS0002,2025-05-27
ENR02220,STD1196,CRS0024,2023-08-24
ENR02221,STD1701,CRS0027,2024-09-20
ENR02222,STD1734,CRS0010,2023-11-11
ENR02223,STD1432,CRS0020,2023-12-07
ENR02224,STD1020,CRS0029,2023-07-08
ENR02225,STD1120,CRS0038,2023-08-27
ENR02226,STD1825,CRS0016,2024-10-16
ENR02227,STD1254,CRS0031,2023-08-06
ENR02228,STD1534,CRS0048,2024-05-11
ENR02229,STD1640,CRS0003,2024-06-18
ENR02230,STD1740,CRS0043,2024-04-01
ENR02231,STD1110,CRS0046,2024-03-04
ENR02232,STD1905,CRS0024,2023-03-19
ENR02233,STD1310,CRS0049,2022-08-15
ENR02234,STD1844,CRS0021,2022-10-01
ENR02235,STD1199,CRS0038,2025-03-30
ENR02236,STD1160,CRS0015,2022-06-16
ENR02237,STD1243,CRS0003,2023-06-16
ENR02238,STD1772,CRS0034,2023-02-04
ENR02239,STD1427,CRS0046,2024-02-20
ENR02240,STD1251,CRS0015,2024-09-12
ENR02241,STD1876,CRS0005,2024-06-27
ENR02242,STD1955,CRS0046,2024-08-12
ENR02243,STD1436,CRS0012,2024-11-15
ENR02244,STD1418,CRS0039,2023-09-02
ENR02245,STD1569,CRS0022,2024-12-09
ENR02246,STD1590,CRS0024,2025-01-23
ENR02247,STD1955,CRS0040,2024-09-02
ENR02248,STD1987,CRS0047,2022-06-12
ENR02249,STD1002,CRS0038,2025-04-17
ENR02250,STD1453,CRS0047,2025-06-03
ENR02251,STD1778,CRS0002,2022-08-09
ENR02252,STD1030,CRS0035,2022-11-13
ENR02253,STD1985,CRS0028,2025-04-13
ENR02254,STD1725,CRS0032,2024-03-22
ENR02255,STD1748,CRS0045,2023-03-13
ENR02256,STD1191,CRS0029,2023-07-11
ENR02257,STD1229,CRS0034,2024-02-25
ENR02258,STD1622,CRS0036,2023-07-08
ENR02259,STD1639,CRS0034,2024-08-13
ENR02260,STD1548,CRS0042,2022-09-06
ENR02261,STD1152,CRS0046,2025-01-11
ENR02262,STD1683,CRS0014,2023-10-17
ENR02263,STD1106,CRS0004,2023-05-01
ENR02264,STD1448,CRS0030,2024-04-03
ENR02265,STD1667,CRS0046,2023-05-04
ENR02266,STD1006,CRS0013,2024-03-18
ENR02267,STD1829,CRS0048,2023-06-11
ENR02268,STD1475,CRS0009,2024-01-13
ENR02269,STD1272,CRS0001,2025-05-22
ENR02270,STD1443,CRS0026,2023-10-08
ENR02271,STD1362,CRS0042,2025-02-21
ENR02272,STD1942,CRS0020,2024-10-29
ENR02273,STD1884,CRS0035,2023-03-30
ENR02274,STD1596,CRS0045,2023-10-05
ENR02275,STD1333,CRS0047,2023-03-15
ENR02276,STD1382,CRS0014,2023-06-05
ENR02277,STD1235,CRS0026,2025-05-11
ENR02278,STD1867,CRS0017,2023-12-18
ENR02279,STD1986,CRS0008,2024-03-10
ENR02280,STD1575,CRS0008,2022-11-08
ENR02281,STD1277,CRS0030,2024-07-13
ENR02282,STD1415,CRS0027,2024-12-02
ENR02283,STD1466,CRS0023,2023-12-22
ENR02284,STD1856,CRS0006,2023-01-30
ENR02285,STD1942,CRS0005,2023-01-06
ENR02286,STD1266,CRS0002,2024-02-12
ENR02287,STD1756,CRS0013,2023-01-12
ENR02288,STD1615,CRS0019,2024-12-10
ENR02289,STD1332,CRS0006,2022-10-26
ENR02290,STD1411,CRS0043,2024-02-22
ENR02291,STD1162,CRS0031,2024-10-20
ENR02292,STD1987,CRS0032,2023-05-06
ENR02293,STD1223,CRS0035,2022-06-22
ENR02294,STD1452,CRS0015,2023-11-17
ENR02295,STD1739,CRS0031,2025-01-26
ENR02296,STD1122,CRS0016,2023-01-30
ENR02297,STD1211,CRS0029,2023-08-04
ENR02298,STD1735,CRS0043,2023-08-29
ENR02299,STD1160,CRS0029,2022-09-26
ENR02300,STD1206,CRS0046,2024-06-09
ENR02301,STD1393,CRS0032,2024-12-17
ENR02302,STD1870,CRS0035,2024-01-08
ENR02303,STD1907,CRS0034,2023-04-27
ENR02304,STD1426,CRS0008,2023-06-30
ENR02305,STD1965,CRS0012,2024-04-30
ENR02306,STD1868,CRS0018,2022-11-22
ENR02307,STD1862,CRS0040,2025-02-01
ENR02308,STD1207,CRS0032,2022-06-24
ENR02309,STD1487,CRS0030,2022-10-01
ENR02310,STD1837,CRS0008,2025-05-31
ENR02311,STD1542,CRS0009,2024-01-29
ENR02312,STD1103,CRS0050,2023-03-18
ENR02313,STD1041,CRS0039,2022-08-06
ENR02314,STD1754,CRS0028,2024-11-26
ENR02315,STD1739,CRS0001,2024-11-11
ENR02316,STD1479,CRS0002,2023-04-01
ENR02317,STD1385,CRS0006,2023-04-13
ENR02318,STD1548,CRS0015,2023-10-06
ENR02319,STD1353,CRS0034,2024-03-20
ENR02320,STD1359,CRS0039,2024-03-13
ENR02321,STD1681,CRS0050,2022-12-20
ENR02322,STD1534,CRS0016,2022-12-23
ENR02323,STD1011,CRS0013,2023-05-09
ENR02324,STD1387,CRS0040,2023-02-23
ENR02325,STD1840,CRS0041,2025-04-27
ENR02326,STD1089,CRS0015,2023-05-18
ENR02327,STD1303,CRS0040,2024-03-27
ENR02328,STD1081,CRS0027,2024-03-17
ENR02329,STD1407,CRS0039,2023-06-25
ENR02330,STD1764,CRS0022,2022-06-12
ENR02331,STD1455,CRS0017,2025-05-02
ENR02332,STD1297,CRS0018,2023-12-07
ENR02333,STD1823,CRS0046,2023-03-22
ENR02334,STD1587,CRS0010,2024-09-20
ENR02335,STD1147,CRS0007,2024-09-23
ENR02336,STD1685,CRS0010,2024-05-19
ENR02337,STD1831,CRS0015,2024-10-01
ENR02338,STD1596,CRS0005,2025-01-21
ENR02339,STD1883,CRS0043,2023-11-06
ENR02340,STD1475,CRS0041,2022-07-22
ENR02341,STD1331,CRS0029,2023-01-22
ENR02342,STD1772,CRS0009,2024-06-11
ENR02343,STD1543,CRS0030,2023-02-26
ENR02344,STD1954,CRS0050,2025-01-04
ENR02345,STD1151,CRS0031,2024-11-29
ENR02346,STD1227,CRS0035,2023-10-14
ENR02347,STD1693,CRS0016,2023-02-25
ENR02348,STD1445,CRS0036,2024-01-27
ENR02349,STD1408,CRS0046,2022-07-09
ENR02350,STD1876,CRS0024,2024-01-29
ENR02351,STD1533,CRS0011,2022-06-27
ENR02352,STD1063,CRS0012,2024-06-25
ENR02353,STD1671,CRS0045,2024-07-23
ENR02354,STD1408,CRS0017,2024-06-04
ENR02355,STD1981,CRS0026,2025-02-13
ENR02356,STD1603,CRS0044,2023-01-10
ENR02357,STD1504,CRS0044,2023-12-31
ENR02358,STD1169,CRS0033,2023-10-12
ENR02359,STD1820,CRS0044,2023-04-17
ENR02360,STD1056,CRS0032,2023-06-14
ENR02361,STD1942,CRS0035,2022-08-24
ENR02362,STD1906,CRS0006,2023-03-21
ENR02363,STD1772,CRS0016,2024-04-23
ENR02364,STD1425,CRS0017,2025-05-18
ENR02365,STD1963,CRS0039,2024-10-12
ENR02366,STD1157,CRS0039,2023-05-24
ENR02367,STD1322,CRS0042,2024-05-17
ENR02368,STD1857,CRS0012,2024-11-07
ENR02369,STD1530,CRS0001,2023-04-13
ENR02370,STD1905,CRS0017,2025-01-12
ENR02371,STD1615,CRS0007,2022-07-19
ENR02372,STD1203,CRS0031,2023-10-03
ENR02373,STD1380,CRS0020,2025-06-01
ENR02374,STD1809,CRS0028,2024-03-14
ENR02375,STD1146,CRS0031,2023-06-14
ENR02376,STD1859,CRS0007,2023-07-27
ENR02377,STD1954,CRS0010,2022-12-18
ENR02378,STD1104,CRS0023,2024-12-12
ENR02379,STD1764,CRS0039,2023-01-31
ENR02380,STD1491,CRS0037,2024-06-02
ENR02381,STD1747,CRS0028,2022-11-16
ENR02382,STD1553,CRS0041,2023-08-27
ENR02383,STD1072,CRS0041,2023-03-23
ENR02384,STD1242,CRS0039,2023-09-02
ENR02385,STD1485,CRS0024,2024-02-03
ENR02386,STD1186,CRS0025,2022-07-25
ENR02387,STD1332,CRS0020,2024-04-23
ENR02388,STD1643,CRS0048,2024-11-18
ENR02389,STD1150,CRS0003,2022-12-19
ENR02390,STD1587,CRS0001,2024-08-15
ENR02391,STD1636,CRS0027,2025-03-25
ENR02392,STD1327,CRS0022,2024-01-03
ENR02393,STD1871,CRS0023,2024-12-08
ENR02394,STD1437,CRS0031,2023-07-19
ENR02395,STD1640,CRS0018,2025-05-07
ENR02396,STD1308,CRS0027,2024-08-29
ENR02397,STD1842,CRS0014,2025-01-11
ENR02398,STD1845,CRS0010,2022-08-04
ENR02399,STD1615,CRS0047,2024-03-18
ENR02400,STD1646,CRS0019,2023-11-03
ENR02401,STD1512,CRS0049,2024-10-22
ENR02402,STD1764,CRS0050,2024-08-07
ENR02403,STD1010,CRS0003,2024-06-16
ENR02404,STD1022,CRS0009,2024-02-13
ENR02405,STD1129,CRS0038,2023-03-05
ENR02406,STD1420,CRS0045,2023-01-19
ENR02407,STD1472,CRS0045,2022-12-15
ENR02408,STD1619,CRS0047,2024-10-29
ENR02409,STD1263,CRS0015,2022-10-16
ENR02410,STD1955,CRS0012,2024-06-19
ENR02411,STD1897,CRS0049,2022-06-19
ENR02412,STD1449,CRS0002,2023-04-18
ENR02413,STD1798,CRS0020,2023-12-03
ENR02414,STD1797,CRS0037,2023-11-13
ENR02415,STD1417,CRS0050,2024-02-20
ENR02416,STD1537,CRS0015,2024-01-14
ENR02417,STD1846,CRS0002,2022-11-23
ENR02418,STD1687,CRS0037,2023-11-29
ENR02419,STD1669,CRS0035,2023-10-09
ENR02420,STD1216,CRS0025,2023-06-28
ENR02421,STD1646,CRS0007,2023-02-09
ENR02422,STD1784,CRS0020,2024-10-16
ENR02423,STD1654,CRS0033,2023-03-10
ENR02424,STD1655,CRS0004,2023-11-02
ENR02425,STD1466,CRS0028,2024-04-19
ENR02426,STD1041,CRS0014,2022-11-09
ENR02427,STD1667,CRS0039,2022-09-25
ENR02428,STD1892,CRS0047,2023-04-08
ENR02429,STD1108,CRS0002,2024-06-20
ENR02430,STD1608,CRS0020,2023-11-06
ENR02431,STD1381,CRS0049,2024-11-10
ENR02432,STD1490,CRS0040,2023-07-07
ENR02433,STD1095,CRS0047,2022-11-04
ENR02434,STD1910,CRS0029,2023-07-11
ENR02435,STD1613,CRS0047,2024-03-23
ENR02436,STD1022,CRS0008,2023-06-14
ENR02437,STD1904,CRS0046,2024-01-24
ENR02438,STD1719,CRS0046,2023-10-26
ENR02439,STD1482,CRS0031,2024-11-09
ENR02440,STD1104,CRS0023,2023-03-27
ENR02441,STD1245,CRS0048,2023-02-15
ENR02442,STD1735,CRS0014,2022-06-27
ENR02443,STD1978,CRS0022,2024-10-21
ENR02444,STD1132,CRS0012,2024-10-23
ENR02445,STD1741,CRS0034,2024-06-03
ENR02446,STD1690,CRS0034,2025-03-09
ENR02447,STD1399,CRS0025,2022-12-01
ENR02448,STD1748,CRS0027,2024-07-15
ENR02449,STD1056,CRS0037,2024-06-21
ENR02450,STD1408,CRS0006,2024-04-17
ENR02451,STD1064,CRS0012,2023-05-06
ENR02452,STD1126,CRS0029,2023-11-27
ENR02453,STD1370,CRS0023,2023-06-01
ENR02454,STD1427,CRS0018,2023-03-18
ENR02455,STD1265,CRS0019,2024-08-15
ENR02456,STD1299,CRS0012,2023-04-18
ENR02457,STD1611,CRS0030,2024-09-26
ENR02458,STD1445,CRS0033,2025-05-10
ENR02459,STD1355,CRS0039,2024-08-30
ENR02460,STD1012,CRS0019,2023-04-15
ENR02461,STD1057,CRS0012,2022-07-28
ENR02462,STD1945,CRS0001,2022-09-05
ENR02463,STD1599,CRS0018,2023-11-01
ENR02464,STD1942,CRS0008,2022-08-23
ENR02465,STD1785,CRS0025,2024-10-13
ENR02466,STD1186,CRS0046,2022-06-15
ENR02467,STD1308,CRS0028,2023-06-11
ENR02468,STD1053,CRS0008,2023-04-01
ENR02469,STD1170,CRS0042,2024-12-24
ENR02470,STD1557,CRS0047,2022-06-20
ENR02471,STD1845,CRS0001,2023-05-09
ENR02472,STD1310,CRS0013,2022-12-15
ENR02473,STD1570,CRS0028,2023-03-19
ENR02474,STD1464,CRS0003,2024-08-16
ENR02475,STD1426,CRS0035,2024-10-15
ENR02476,STD1862,CRS0017,2025-06-01
ENR02477,STD1095,CRS0044,2023-03-02
ENR02478,STD1797,CRS0046,2023-07-07
ENR02479,STD1588,CRS0029,2022-11-08
ENR02480,STD1790,CRS0048,2023-01-17
ENR02481,STD1613,CRS0032,2025-03-10
ENR02482,STD1332,CRS0012,2022-08-31
ENR02483,STD1524,CRS0015,2024-12-07
ENR02484,STD1401,CRS0004,2024-02-11
ENR02485,STD1946,CRS0029,2024-03-27
ENR02486,STD1645,CRS0049,2024-03-26
ENR02487,STD1022,CRS0015,2023-05-15
ENR02488,STD1083,CRS0031,2024-11-15
ENR02489,STD1172,CRS0023,2022-06-11
ENR02490,STD1562,CRS0003,2024-02-11
ENR02491,STD1202,CRS0014,2023-06-09
ENR02492,STD1409,CRS0032,2022-09-02
ENR02493,STD1158,CRS0005,2022-09-20
ENR02494,STD1925,CRS0048,2024-06-20
ENR02495,STD1519,CRS0029,2022-11-20
ENR02496,STD1199,CRS0049,2025-05-22
ENR02497,STD1286,CRS0005,2023-12-07
ENR02498,STD1506,CRS0010,2022-10-14
ENR02499,STD1979,CRS0035,2023-08-08
ENR02500,STD1939,CRS0040,2023-09-11
ENR02501,STD1580,CRS0012,2025-03-04
ENR02502,STD1463,CRS0022,2025-01-20
